zip_code_prefix,city,state_code,latitude,longitude,unique_index
6886,itapecerica da serra,SP,-23.715528426395963,-46.88848415276892,6886_itapecerica da serra_SP
6887,itapecerica da serra,SP,-23.69033008421355,-46.88539713771059,6887_itapecerica da serra_SP
6888,itapecerica da serra,SP,-23.686936834051654,-46.86477200793187,6888_itapecerica da serra_SP
6890,sao lourenco da serra,SP,-23.854849006454973,-46.94850989701518,6890_sao lourenco da serra_SP
6900,embu guacu,SP,-23.835208477146093,-46.814138828353315,6900_embu guacu_SP
6900,embuguacu,SP,-23.828110491602235,-46.80877935817847,6900_embuguacu_SP
6950,juquitiba,SP,-23.941356635486777,-47.07142688485967,6950_juquitiba_SP
7010,guarulhos,SP,-23.46772008777235,-46.52936294781379,7010_guarulhos_SP
7011,guarulhos,SP,-23.468146460946205,-46.53076128243346,7011_guarulhos_SP
7012,guarulhos,SP,-23.471611254681697,-46.528985262255624,7012_guarulhos_SP
7013,guarulhos,SP,-23.47269510194392,-46.52614416334941,7013_guarulhos_SP
7020,guarulhos,SP,-23.469430996127834,-46.53754827011586,7020_guarulhos_SP
7021,guarulhos,SP,-23.47352496758121,-46.53889232791382,7021_guarulhos_SP
7022,guarulhos,SP,-23.47289366887647,-46.532782914133314,7022_guarulhos_SP
7023,guarulhos,SP,-23.477739265407468,-46.54186292119741,7023_guarulhos_SP
7024,guarulhos,SP,-23.478592986067778,-46.537453194800975,7024_guarulhos_SP
7025,guarulhos,SP,-23.482718009619035,-46.54296323679314,7025_guarulhos_SP
7030,guarulhos,SP,-23.4963503774544,-46.550111933012694,7030_guarulhos_SP
7031,guarulhos,SP,-23.49757503423372,-46.54783762216986,7031_guarulhos_SP
7032,guarulhos,SP,-23.504749777390664,-46.553895709365975,7032_guarulhos_SP
7033,guarulhos,SP,-23.49906334111287,-46.55480926606578,7033_guarulhos_SP
7034,guarulhos,SP,-23.477159720793047,-46.52233381337768,7034_guarulhos_SP
7040,guarulhos,SP,-23.474504652952945,-46.544416525373435,7040_guarulhos_SP
7041,guarulhos,SP,-23.481564864390496,-46.548652839972725,7041_guarulhos_SP
7042,guarulhos,SP,-23.480917824102303,-46.549596481252834,7042_guarulhos_SP
7043,guarulhos,SP,-23.48396868719898,-46.55120594292056,7043_guarulhos_SP
7044,guarulhos,SP,-23.481398556465976,-46.55376308551367,7044_guarulhos_SP
7050,guarulhos,SP,-23.462659302220484,-46.552283696894456,7050_guarulhos_SP
7051,guarulhos,SP,-23.468252112713323,-46.551221208831066,7051_guarulhos_SP
7052,guarulhos,SP,-23.47244018174114,-46.554128470589184,7052_guarulhos_SP
7053,guarulhos,SP,-23.475838661624753,-46.55695926677129,7053_guarulhos_SP
7054,guarulhos,SP,-23.466592578075662,-46.55759716164935,7054_guarulhos_SP
7055,guarulhos,SP,-23.467445564544455,-46.56111683936276,7055_guarulhos_SP
7056,guarulhos,SP,-23.46014343251304,-46.56573759288098,7056_guarulhos_SP
7060,guarulhos,SP,-23.455512860951988,-46.54686050882444,7060_guarulhos_SP
7061,guarulhos,SP,-23.45466435928434,-46.55395431762466,7061_guarulhos_SP
7062,guarulhos,SP,-23.459826179399208,-46.55277371534361,7062_guarulhos_SP
7063,guarulhos,SP,-23.457067710340734,-46.55771455539913,7063_guarulhos_SP
7064,guarulhos,SP,-23.452186556771593,-46.55652780336646,7064_guarulhos_SP
7070,guarulhos,SP,-23.452256080258973,-46.557355801351626,7070_guarulhos_SP
7071,guarulhos,SP,-23.453379327751627,-46.56218063053474,7071_guarulhos_SP
7072,guarulhos,SP,-23.445486046166106,-46.5529164175586,7072_guarulhos_SP
7073,guarulhos,SP,-23.445914769803487,-46.562799711254165,7073_guarulhos_SP
7074,guarulhos,SP,-23.44912811750711,-46.56193053750544,7074_guarulhos_SP
7075,guarulhos,SP,-23.42572312313938,-46.550116532519155,7075_guarulhos_SP
7076,guarulhos,SP,-23.43177696952711,-46.56307108475753,7076_guarulhos_SP
7077,guarulhos,SP,-23.43609855054711,-46.55205732105067,7077_guarulhos_SP
7080,guarulhos,SP,-23.4436083794215,-46.54654337387641,7080_guarulhos_SP
7081,guarulhos,SP,-23.44275913350345,-46.553606640360606,7081_guarulhos_SP
7082,guarulhos,SP,-23.436732091459998,-46.543659216329424,7082_guarulhos_SP
7083,guarulhos,SP,-23.437605538807272,-46.55038501338731,7083_guarulhos_SP
7084,guarulhos,SP,-23.429453011960295,-46.54951006386265,7084_guarulhos_SP
7085,guarulhos,SP,-23.428561449018197,-46.547101642225584,7085_guarulhos_SP
7087,guarulhos,SP,-23.41893286236631,-46.52338757756916,7087_guarulhos_SP
7090,guarulhos,SP,-23.46772008860386,-46.53483469370681,7090_guarulhos_SP
7091,guarulhos,SP,-23.464355467638494,-46.53785009179902,7091_guarulhos_SP
7092,guarulhos,SP,-23.46325601665175,-46.544580227540514,7092_guarulhos_SP
7093,guarulhos,SP,-23.456752235543597,-46.54195399580729,7093_guarulhos_SP
7094,guarulhos,SP,-23.454069341646484,-46.538351158387144,7094_guarulhos_SP
7095,guarulhos,SP,-23.459334238592245,-46.534290293438815,7095_guarulhos_SP
7096,guarulhos,SP,-23.451080213082108,-46.53880517035199,7096_guarulhos_SP
7097,adamantina,SP,-23.444346436580304,-46.53902959325411,7097_adamantina_SP
7097,guarulhos,SP,-23.44679488414376,-46.54151773270278,7097_guarulhos_SP
7110,guarulhos,SP,-23.46744896891443,-46.526218056922445,7110_guarulhos_SP
7111,guarulhos,SP,-23.464630493029805,-46.522568932397824,7111_guarulhos_SP
7112,guarulhos,SP,-23.469086979465835,-46.51564874964788,7112_guarulhos_SP
7113,guarulhos,SP,-23.46323515510949,-46.51845847690557,7113_guarulhos_SP
7114,guarulhos,SP,-23.45569943964035,-46.52822001850583,7114_guarulhos_SP
7115,guarulhos,SP,-23.453555696814686,-46.53265790900219,7115_guarulhos_SP
7120,guarulhos,SP,-23.454909880016782,-46.52574242242052,7120_guarulhos_SP
7121,guarulhos,SP,-23.451634567406504,-46.522566264797206,7121_guarulhos_SP
7122,guarulhos,SP,-23.44891169583897,-46.51820048155778,7122_guarulhos_SP
7123,guarulhos,SP,-23.444799893535805,-46.52533975668787,7123_guarulhos_SP
7124,guarulhos,SP,-23.433756618856698,-46.5313962034081,7124_guarulhos_SP
7130,guarulhos,SP,-23.442683294601938,-46.51951465521663,7130_guarulhos_SP
7131,guarulhos,SP,-23.434710243101403,-46.52579898900954,7131_guarulhos_SP
7132,guarulhos,SP,-23.43450882365695,-46.51678664071362,7132_guarulhos_SP
7133,guarulhos,SP,-23.436613540049805,-46.51131836951586,7133_guarulhos_SP
7134,guarulhos,SP,-23.428849785201788,-46.51276058328167,7134_guarulhos_SP
7135,guarulhos,SP,-23.42436095738615,-46.52506169175083,7135_guarulhos_SP
7140,guarulhos,SP,-23.42985130927547,-46.49793467210024,7140_guarulhos_SP
7141,guarulhos,SP,-23.42774787197518,-46.50750223796535,7141_guarulhos_SP
7142,guarulhos,SP,-23.414559557446445,-46.49052972911694,7142_guarulhos_SP
7143,guarulhos,SP,-23.422534636284706,-46.500935935524716,7143_guarulhos_SP
7144,guarulhos,SP,-23.407834035917563,-46.51587328960557,7144_guarulhos_SP
7145,guarulhos,SP,-23.4163460695912,-46.49559031398681,7145_guarulhos_SP
7150,guarulhos,SP,-23.417832494032446,-46.46315480605673,7150_guarulhos_SP
7151,guarulhos,SP,-23.409519977721935,-46.455455379847166,7151_guarulhos_SP
7152,guarulhos,SP,-23.405227756030246,-46.4708101332688,7152_guarulhos_SP
7153,guarulhos,SP,-23.378139567831656,-46.44840715208612,7153_guarulhos_SP
7154,guarulhos,SP,-23.374335120612244,-46.44879012565877,7154_guarulhos_SP
7155,guarulhos,SP,-23.416465992666883,-46.46795614775123,7155_guarulhos_SP
7156,guarulhos,SP,-23.394531017594794,-46.451290315598136,7156_guarulhos_SP
7159,guarulhos,SP,-23.38224503470775,-46.40308747857078,7159_guarulhos_SP
7160,guarulhos,SP,-23.41168047202263,-46.446657416452716,7160_guarulhos_SP
7161,guarulhos,SP,-23.398336698540245,-46.438427025889474,7161_guarulhos_SP
7162,guarulhos,SP,-23.40571746992737,-46.44558362970727,7162_guarulhos_SP
7170,guarulhos,SP,-23.432884521452223,-46.4384445869608,7170_guarulhos_SP
7171,guarulhos,SP,-23.421782048746916,-46.4368201265235,7171_guarulhos_SP
7172,guarulhos,SP,-23.421258926663196,-46.43092984854711,7172_guarulhos_SP
7173,guarulhos,SP,-23.430649701294392,-46.429585017613405,7173_guarulhos_SP
7174,guarulhos,SP,-23.424822846190164,-46.41993261572466,7174_guarulhos_SP
7174,guarulhos sp,SP,-23.423992051070453,-46.4234635582838,7174_guarulhos sp_SP
7175,guarulhos,SP,-23.40942694188305,-46.402454116789166,7175_guarulhos_SP
7176,guarulhos,SP,-23.409887282698747,-46.386349927019474,7176_guarulhos_SP
7177,guarulhos,SP,-23.41904140516967,-46.39763957337916,7177_guarulhos_SP
7178,guarulhos,SP,-23.401125896637243,-46.39900684321468,7178_guarulhos_SP
7179,guarulhos,SP,-23.40390259566949,-46.41897149492989,7179_guarulhos_SP
7180,guarulhos,SP,-23.45229770888553,-46.476826473050544,7180_guarulhos_SP
7181,guarulhos,SP,-23.44391265623311,-46.46748046333916,7181_guarulhos_SP
7182,guarulhos,SP,-23.442513491659536,-46.46389686401544,7182_guarulhos_SP
7183,guarulhos,SP,-23.44094711166319,-46.46118308781565,7183_guarulhos_SP
7184,guarulhos,SP,-23.41769571482058,-46.39366632192205,7184_guarulhos_SP
7190,guarulhos,SP,-23.458048869363065,-46.499033320792314,7190_guarulhos_SP
7191,guarulhos,SP,-23.45705826731377,-46.50752213329678,7191_guarulhos_SP
7192,guarulhos,SP,-23.45223772766551,-46.506352733682476,7192_guarulhos_SP
7193,guarulhos,SP,-23.447269514691264,-46.50252441688814,7193_guarulhos_SP
7194,guarulhos,SP,-23.44299910569209,-46.506324053186724,7194_guarulhos_SP
7195,guarulhos,SP,-23.447804933117254,-46.511074855524164,7195_guarulhos_SP
7196,guarulhos,SP,-23.452296618187937,-46.50959006272505,7196_guarulhos_SP
7197,guarulhos,SP,-23.459383859803527,-46.51579224120747,7197_guarulhos_SP
7210,guarulhos,SP,-23.457495665084085,-46.438240889418935,7210_guarulhos_SP
7215,guarulhos,SP,-23.4646745691832,-46.44051402362672,7215_guarulhos_SP
7220,guarulhos,SP,-23.46936456768062,-46.466610887719405,7220_guarulhos_SP
7221,guarulhos,SP,-23.471009789665658,-46.47396233721792,7221_guarulhos_SP
7222,guarulhos,SP,-23.464770794088764,-46.47191868683146,7222_guarulhos_SP
7223,guarulhos,SP,-23.46335870416005,-46.47846708433097,7223_guarulhos_SP
7224,guarulhos,SP,-23.465322880957945,-46.48341536168109,7224_guarulhos_SP
7230,guarulhos,SP,-23.454556527935715,-46.4559961736256,7230_guarulhos_SP
7231,guarulhos,SP,-23.455787803565528,-46.46424191215291,7231_guarulhos_SP
7232,guarulhos,SP,-23.465910526510577,-46.46365882298148,7232_guarulhos_SP
7240,guarulhos,SP,-23.447989217217327,-46.438802726314904,7240_guarulhos_SP
7241,guarulhos,SP,-23.44594904509472,-46.42684053090227,7241_guarulhos_SP
7242,guarulhos,SP,-23.439511515770263,-46.42206235799993,7242_guarulhos_SP
7243,guarulhos,SP,-23.438677157619786,-46.41273490216335,7243_guarulhos_SP
7244,guarulhos,SP,-23.447083475428116,-46.41377172720571,7244_guarulhos_SP
7250,guarulhos,SP,-23.420380064391182,-46.37523186254435,7250_guarulhos_SP
7251,guarulhos,SP,-23.43344911591481,-46.40520916987291,7251_guarulhos_SP
7252,guarulhos,SP,-23.443868493202817,-46.40767291922688,7252_guarulhos_SP
7260,guarulhos,SP,-23.45489055515644,-46.41614743980487,7260_guarulhos_SP
7261,guarulhos,SP,-23.447459578889347,-46.40842861959479,7261_guarulhos_SP
7262,guarulhos,SP,-23.47557557040396,-46.39326643779507,7262_guarulhos_SP
7263,guarulhos,SP,-23.459508636006124,-46.410675553331195,7263_guarulhos_SP
7270,guarulhos,SP,-23.462096662623317,-46.42896094475843,7270_guarulhos_SP
7271,guarulhos,SP,-23.41197469360249,-46.459605654603536,7271_guarulhos_SP
7272,guarulhos,SP,-23.465824833662687,-46.424610081577256,7272_guarulhos_SP
7273,guarulhos,SP,-23.457572417195905,-46.42095652883156,7273_guarulhos_SP
7283,guarulhos,SP,-23.439315918402663,-46.46090001110851,7283_guarulhos_SP
7400,aruja,SP,-23.39579584182619,-46.32400757448921,7400_aruja_SP
7401,aruja,SP,-23.388999939159582,-46.320741299406684,7401_aruja_SP
7402,aruja,SP,-23.396730936566893,-46.31433543906336,7402_aruja_SP
7403,aruja,SP,-23.39206955529842,-46.31098643327835,7403_aruja_SP
7404,aruja,SP,-23.389543272626646,-46.29946927831971,7404_aruja_SP
7405,aruja,SP,-23.38876496265954,-46.30146421937002,7405_aruja_SP
7407,aruja,SP,-23.379000236906816,-46.30969818730269,7407_aruja_SP
7411,aruja,SP,-23.404770567834486,-46.34285261030288,7411_aruja_SP
7413,aruja,SP,-23.40727932178789,-46.36070770262757,7413_aruja_SP
7414,aruja,SP,-23.406306523317348,-46.36483792601541,7414_aruja_SP
7417,aruja,SP,-23.387237207251236,-46.325873057397374,7417_aruja_SP
7422,aruja,SP,-23.388624369528188,-46.35467717956907,7422_aruja_SP
7424,aruja,SP,-23.33051710807452,-46.308324846358175,7424_aruja_SP
7428,aruja,SP,-23.40736880145039,-46.32392881000661,7428_aruja_SP
7429,aruja,SP,-23.413761210615473,-46.329238283818476,7429_aruja_SP
7431,aruja,SP,-23.419418541338626,-46.35509012683139,7431_aruja_SP
7432,aruja,SP,-23.420012940949206,-46.36378881162076,7432_aruja_SP
7434,aruja,SP,-23.415986038722092,-46.321185079464684,7434_aruja_SP
7435,aruja,SP,-23.415756895422387,-46.31792731448526,7435_aruja_SP
7436,aruja,SP,-23.41454277590119,-46.300899851857594,7436_aruja_SP
7437,aruja,SP,-23.42524416978052,-46.29422825421436,7437_aruja_SP
7438,aruja,SP,-23.406423638976978,-46.29272770042685,7438_aruja_SP
7439,aruja,SP,-23.39859122202836,-46.27872141719371,7439_aruja_SP
7440,aruja,SP,-23.41594610542997,-46.283253889425865,7440_aruja_SP
7443,aruja,SP,-23.418409552324658,-46.30508807701302,7443_aruja_SP
7500,santa isabel,SP,-23.31817634345101,-46.22628843894135,7500_santa isabel_SP
7600,mairipora,SP,-23.331462558559654,-46.59672076250549,7600_mairipora_SP
7700,caieiras,SP,-23.36299722610414,-46.741005330232284,7700_caieiras_SP
7703,caieiras,SP,-23.371966099481476,-46.75305403030636,7703_caieiras_SP
7704,caieiras,SP,-23.37643379974667,-46.75045586224628,7704_caieiras_SP
7705,maua,SP,-23.65961406193379,-46.47578470116613,7705_maua_SP
7712,caieiras,SP,-23.3555367728333,-46.74574703190718,7712_caieiras_SP
7713,caieiras,SP,-23.35235340912295,-46.74839768204598,7713_caieiras_SP
7714,caieiras,SP,-23.348067764606334,-46.75838189078399,7714_caieiras_SP
7715,caieiras,SP,-23.346061648827206,-46.75207347921868,7715_caieiras_SP
7716,caieiras,SP,-23.342970984055075,-46.746406930393945,7716_caieiras_SP
7717,caieiras,SP,-23.334806336311296,-46.7523568480471,7717_caieiras_SP
7718,caieiras,SP,-23.33724647848524,-46.756239756998646,7718_caieiras_SP
7724,caieiras,SP,-23.35773540534355,-46.73305868070419,7724_caieiras_SP
7726,caieiras,SP,-23.37337731494563,-46.70571606170811,7726_caieiras_SP
7727,caieiras,SP,-23.373840335701754,-46.67753617864026,7727_caieiras_SP
7733,caieiras,SP,-23.410996484319384,-46.67488199044223,7733_caieiras_SP
7734,caieiras,SP,-23.403374381393462,-46.69125832220602,7734_caieiras_SP
7739,caieiras,SP,-23.39262136521259,-46.71348066937471,7739_caieiras_SP
7740,caieiras,SP,-23.391310117562384,-46.71269902826519,7740_caieiras_SP
7741,caieiras,SP,-23.393091583576314,-46.70895064531209,7741_caieiras_SP
7743,caieiras,SP,-23.379837672391723,-46.70736612931192,7743_caieiras_SP
7744,caieiras,SP,-23.3909904489881,-46.716051219297334,7744_caieiras_SP
7745,caieiras,SP,-23.38120823193515,-46.719138342739036,7745_caieiras_SP
7747,caieiras,SP,-23.390896938286577,-46.71985491417885,7747_caieiras_SP
7748,caieiras,SP,-23.391523998830447,-46.730760628003814,7748_caieiras_SP
7749,caieiras,SP,-23.38532279555099,-46.73865774602914,7749_caieiras_SP
7750,cajamar,SP,-23.37903362115316,-46.85843481371101,7750_cajamar_SP
7752,cajamar,SP,-23.363578312468178,-46.859120318159874,7752_cajamar_SP
7753,cajamar,SP,-23.329890861211524,-46.920572212790994,7753_cajamar_SP
7756,cajamar,SP,-23.38963960554881,-46.86296426160834,7756_cajamar_SP
7760,jordanesia,SP,-23.36357620707967,-46.79754793645439,7760_jordanesia_SP
7764,cajamar,SP,-23.3766814354705,-46.926804919234456,7764_cajamar_SP
7767,cajamar,SP,-23.335586035022036,-46.92622235722735,7767_cajamar_SP
7768,cajamar,SP,-23.33531198769312,-46.91458588004054,7768_cajamar_SP
7770,cajamar,SP,-23.410622989247564,-46.83728528063265,7770_cajamar_SP
7770,polvilho,SP,-23.413244109224184,-46.84751565686608,7770_polvilho_SP
7776,cajamar,SP,-23.340726636884444,-46.84564707544847,7776_cajamar_SP
7776,jordanesia,SP,-23.336505,-46.84039649999998,7776_jordanesia_SP
7778,cajamar,SP,-23.361580757952467,-46.87233906326772,7778_cajamar_SP
7781,cajamar,SP,-23.286386307070188,-46.87353292149191,7781_cajamar_SP
7785,cajamar,SP,-23.332061304062393,-46.82858244289879,7785_cajamar_SP
7786,cajamar,SP,-23.335130130761318,-46.83122861749125,7786_cajamar_SP
7787,caieiras,SP,-23.33416324947637,-46.83001404316823,7787_caieiras_SP
7787,cajamar,SP,-23.34038414994115,-46.83110641166656,7787_cajamar_SP
7788,cajamar,SP,-23.35185165575311,-46.82658921839507,7788_cajamar_SP
7789,cajamar,SP,-23.36090800777302,-46.84786779613185,7789_cajamar_SP
7790,caieiras,SP,-23.40732881013429,-46.66424556195562,7790_caieiras_SP
7790,cajamar,SP,-23.404292543448946,-46.8425587213442,7790_cajamar_SP
7791,cajamar,SP,-23.4060491467151,-46.859697193576544,7791_cajamar_SP
7792,caieiras,SP,-23.33686952414878,-46.75786651070758,7792_caieiras_SP
7792,cajamar,SP,-23.414143292775687,-46.8481719484993,7792_cajamar_SP
7793,caieiras,SP,-23.408307744100483,-46.76551111696398,7793_caieiras_SP
7793,cajamar,SP,-23.41403644040271,-46.83306300248722,7793_cajamar_SP
7794,cajamar,SP,-23.417188218031296,-46.82524878302182,7794_cajamar_SP
7801,franco da rocha,SP,-23.32211741798462,-46.72572163630748,7801_franco da rocha_SP
7802,franco da rocha,SP,-23.326612866686556,-46.728703843797724,7802_franco da rocha_SP
7803,franco da rocha,SP,-23.330907019217094,-46.732038991760966,7803_franco da rocha_SP
7804,franco da rocha,SP,-23.32537070931191,-46.73432760117139,7804_franco da rocha_SP
7807,franco da rocha,SP,-23.320892655478534,-46.73307109237535,7807_franco da rocha_SP
7808,franco da rocha,SP,-23.320264467204726,-46.73889861417569,7808_franco da rocha_SP
7809,franco da rocha,SP,-23.324379655367807,-46.74701544603654,7809_franco da rocha_SP
7810,franco da rocha,SP,-23.322798969135494,-46.763641421247215,7810_franco da rocha_SP
7811,franco da rocha,SP,-23.31538616031486,-46.77828873175944,7811_franco da rocha_SP
7812,franco da rocha,SP,-22.90682845367693,-47.0122315834516,7812_franco da rocha_SP
7813,franco da rocha,SP,-23.319158853644485,-46.72429037726342,7813_franco da rocha_SP
7830,franco da rocha,SP,-23.303573900513914,-46.75669721356182,7830_franco da rocha_SP
7832,franco da rocha,SP,-22.754587278487627,-46.8977010676162,7832_franco da rocha_SP
7835,franco da rocha,SP,-23.308586331097562,-46.743513246060026,7835_franco da rocha_SP
7836,franco da rocha,SP,-23.303889028875325,-46.74110631717829,7836_franco da rocha_SP
7840,franco da rocha,SP,-23.315499408159113,-46.73177900123747,7840_franco da rocha_SP
7841,franco da rocha,SP,-23.315918131998984,-46.73704824336607,7841_franco da rocha_SP
7842,franco da rocha,SP,-23.319992384044273,-46.719471143257884,7842_franco da rocha_SP
7844,franco da rocha,SP,-23.30514328408621,-46.734098102979694,7844_franco da rocha_SP
7845,franco da rocha,SP,-23.30797578932859,-46.73024156626988,7845_franco da rocha_SP
7846,franco da rocha,SP,-23.310561094557283,-46.728494916667394,7846_franco da rocha_SP
7847,franco da rocha,SP,-23.313344264114104,-46.724836029499706,7847_franco da rocha_SP
7849,franco da rocha,SP,-23.317982029698594,-46.726394926004346,7849_franco da rocha_SP
7850,franco da rocha,SP,-23.33192109044644,-46.72461319257209,7850_franco da rocha_SP
7851,franco da rocha,SP,-23.32843547174493,-46.72233836507329,7851_franco da rocha_SP
7852,franco da rocha,SP,-23.324960569847995,-46.719914326269084,7852_franco da rocha_SP
7853,franco da rocha,SP,-23.32310511623535,-46.713688024890665,7853_franco da rocha_SP
7854,franco da rocha,SP,-23.323738675865336,-46.70769917744536,7854_franco da rocha_SP
7855,franco da rocha,SP,-23.325214293233753,-46.70407071970604,7855_franco da rocha_SP
7856,franco da rocha,SP,-23.323290592942367,-46.700946809249366,7856_franco da rocha_SP
7857,franco da rocha,SP,-23.33081991835656,-46.7105656371217,7857_franco da rocha_SP
7858,franco da rocha,SP,-23.32830123460838,-46.710616186465444,7858_franco da rocha_SP
7859,franco da rocha,SP,-23.32940160187254,-46.71615987632735,7859_franco da rocha_SP
7860,franco da rocha,SP,-23.319622349162845,-46.71855001200105,7860_franco da rocha_SP
7861,franco da rocha,SP,-23.316055495212765,-46.71459414434072,7861_franco da rocha_SP
7862,franco da rocha,SP,-23.31927468325041,-46.71063172514582,7862_franco da rocha_SP
7863,franco da rocha,SP,-23.312394293614464,-46.69430199851362,7863_franco da rocha_SP
7865,franco da rocha,SP,-23.30572094330811,-46.72243000953014,7865_franco da rocha_SP
7866,franco da rocha,SP,-23.299894547423293,-46.70987399547249,7866_franco da rocha_SP
7867,franco da rocha,SP,-23.314738700661557,-46.77655867080499,7867_franco da rocha_SP
7868,franco da rocha,SP,-23.303132999999995,-46.74339900000001,7868_franco da rocha_SP
7901,francisco morato,SP,-23.282749472581056,-46.74616839642183,7901_francisco morato_SP
7902,francisco morato,SP,-23.290786798138072,-46.74271871999235,7902_francisco morato_SP
7903,francisco morato,SP,-23.295933326736925,-46.74004584918371,7903_francisco morato_SP
7904,francisco morato,SP,-23.297599837395694,-46.73668052957642,7904_francisco morato_SP
7905,francisco morato,SP,-23.2895548269244,-46.76289362355178,7905_francisco morato_SP
7906,francisco morato,SP,-23.29820741159299,-46.74496365249403,7906_francisco morato_SP
7907,francisco morato,SP,-23.29638081031615,-46.74878124582164,7907_francisco morato_SP
7908,francisco morato,SP,-23.29049024074624,-46.74999503418144,7908_francisco morato_SP
7909,francisco morato,SP,-23.2896879063978,-46.74444231441482,7909_francisco morato_SP
7910,francisco morato,SP,-23.27904620351214,-46.74557237381302,7910_francisco morato_SP
7911,francisco morato,SP,-23.28428634908954,-46.75148784465571,7911_francisco morato_SP
7912,francisco morato,SP,-23.290199306803242,-46.755699360867645,7912_francisco morato_SP
7913,francisco morato,SP,-23.288553925040922,-46.76185750379322,7913_francisco morato_SP
7914,francisco morato,SP,-23.281210878109327,-46.755523467828944,7914_francisco morato_SP
7915,francisco morato,SP,-23.276870056365063,-46.73002361527612,7915_francisco morato_SP
7916,francisco morato,SP,-23.27723168586681,-46.75800687535087,7916_francisco morato_SP
7917,francisco morato,SP,-23.276326046256674,-46.750870729848636,7917_francisco morato_SP
7919,francisco morato,SP,-23.264344491636212,-46.733145529853346,7919_francisco morato_SP
7920,francisco morato,SP,-23.271551800207323,-46.74831360142325,7920_francisco morato_SP
7921,francisco morato,SP,-23.27257382858982,-46.76077311006302,7921_francisco morato_SP
7929,francisco morato,SP,-23.26311574285444,-46.75501300779021,7929_francisco morato_SP
7930,francisco morato,SP,-23.25912573018633,-46.75025586542835,7930_francisco morato_SP
7934,francisco morato,SP,-23.28444633281737,-46.75072475558663,7934_francisco morato_SP
7935,francisco morato,SP,-23.25957365202642,-46.74083140878507,7935_francisco morato_SP
7936,francisco morato,SP,-23.261730361893274,-46.743094772349366,7936_francisco morato_SP
7940,francisco morato,SP,-23.269965601227288,-46.7476155440934,7940_francisco morato_SP
7941,francisco morato,SP,-23.268565993942754,-46.74450237928633,7941_francisco morato_SP
7942,francisco morato,SP,-23.27515137975946,-46.73967856442443,7942_francisco morato_SP
7943,francisco morato,SP,-23.266253419310974,-46.739691089952075,7943_francisco morato_SP
7944,francisco morato,SP,-23.265565499256684,-46.73174583108872,7944_francisco morato_SP
7945,francisco morato,SP,-23.265186418898157,-46.73105582336435,7945_francisco morato_SP
7946,francisco morato,SP,-23.27758890590671,-46.73788171203503,7946_francisco morato_SP
7950,francisco morato,SP,-23.273255495987577,-46.7445708869315,7950_francisco morato_SP
7951,francisco morato,SP,-23.272844116881494,-46.73227468624087,7951_francisco morato_SP
7952,francisco morato,SP,-23.273027497151194,-46.73361292555947,7952_francisco morato_SP
7953,francisco morato,SP,-23.265194209995613,-46.726009124015185,7953_francisco morato_SP
7955,francisco morato,SP,-23.269732108329606,-46.72475214384342,7955_francisco morato_SP
7956,francisco morato,SP,-23.278066594811495,-46.73088741800929,7956_francisco morato_SP
7957,francisco morato,SP,-23.27276972063295,-46.72997813536462,7957_francisco morato_SP
7980,francisco morato,SP,-23.277100257017477,-46.74644744318333,7980_francisco morato_SP
7985,francisco morato,SP,-23.284853082194953,-46.70453177521177,7985_francisco morato_SP
7986,francisco morato,SP,-23.289276481075834,-46.70007881481618,7986_francisco morato_SP
7987,francisco morato,SP,-23.288672163449743,-46.707177053185355,7987_francisco morato_SP
7988,francisco morato,SP,-23.27931499999994,-46.74185832299997,7988_francisco morato_SP
7989,francisco morato,SP,-23.297531990002177,-46.714723349840405,7989_francisco morato_SP
7990,francisco morato,SP,-23.278975493835596,-46.740083218509824,7990_francisco morato_SP
7991,francisco morato,SP,-23.28328298779054,-46.739880984409666,7991_francisco morato_SP
7992,francisco morato,SP,-23.286687698500874,-46.73447758430005,7992_francisco morato_SP
7995,francisco morato,SP,-23.29533394213679,-46.72946174271559,7995_francisco morato_SP
7996,francisco morato,SP,-23.29910019662765,-46.72544288512477,7996_francisco morato_SP
7997,francisco morato,SP,-23.2777759016092,-46.732662561582764,7997_francisco morato_SP
7998,francisco morato,SP,-23.29266238984736,-46.733882891887696,7998_francisco morato_SP
8010,sao paulo,SP,-23.494249981391516,-46.43790681779346,8010_sao paulo_SP
8011,sao paulo,SP,-23.49546392327853,-46.446859080275196,8011_sao paulo_SP
8020,sao paulo,SP,-23.504440924055604,-46.441597369679734,8020_sao paulo_SP
8021,sao paulo,SP,-23.50017464966565,-46.434599705126324,8021_sao paulo_SP
8022,sao paulo,SP,-23.49373195871491,-46.42509677358785,8022_sao paulo_SP
8030,sao paulo,SP,-23.503058671302956,-46.421940335464576,8030_sao paulo_SP
8031,sao paulo,SP,-23.512162421733105,-46.42342721012386,8031_sao paulo_SP
8032,sao paulo,SP,-23.517916848328984,-46.42644190018711,8032_sao paulo_SP
8040,sao paulo,SP,-23.50790998209724,-46.44844177516166,8040_sao paulo_SP
8041,sao paulo,SP,-23.515496780557193,-46.44086366810252,8041_sao paulo_SP
8042,sao paulo,SP,-23.50802918281262,-46.43400680608569,8042_sao paulo_SP
8050,sao paulo,SP,-23.510714956772013,-46.45794112306551,8050_sao paulo_SP
8051,sao paulo,SP,-23.512808769303458,-46.46792574882078,8051_sao paulo_SP
8060,sao paulo,SP,-23.50236785112452,-46.45233876667048,8060_sao paulo_SP
